Start_Lat,Start_Lng,City,County,Via,Road_Type,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Sunrise_Sunset,Hour,DayOfWeek,Month,Clase_Accidente,Target_Severity,Duration_min,MUTCD_Category,Corregimiento,Start_Time,End_Time,Estado_Reclamo,No_Poliza,Lag_Apertura_dias,INEC_2023,INEC_2024,INEC_weight,YoY_growth
9.015132,-79.522287,Panama City,Betania,Avenida Ricardo J. Alfaro,avenue,False,False,True,False,False,False,False,False,False,False,False,True,84.3,71.0,8.19,3.5,0.029,Fair,Day,10,6,12,Colisión,0,20.2,Menor,Betania,2024-12-08 10:10:00,2024-12-08 00:20:13,Cerrado,PA-352037,2.8,1840,1994,0.09065,0.0837
9.086529,-79.549903,Panama City,Las Cumbres,Carretera Transístmica Boyd Roosevelt,highway,False,False,False,False,False,False,False,False,False,True,False,False,85.6,86.6,4.35,11.7,0.11,Thunderstorm,Day,18,2,7,Colisión,1,97.0,Intermedio,Las Cumbres,2024-07-24 18:28:00,2024-07-24 01:37:01,Abierto,PA-896047,0.0,471,454,0.02064,-0.0361
9.020305,-79.479933,Panama City,Parque Lefevre,Avenida Cincuentenario,avenue,False,False,False,False,True,False,False,False,False,False,False,True,85.2,71.3,7.77,11.7,0.069,Clear,Day,18,6,1,Otras,1,99.7,Intermedio,Parque Lefevre,2023-01-22 18:18:00,2023-01-22 01:39:43,Cerrado,PA-378185,3.5,1062,1112,0.05055,0.0471
9.046174,-79.527314,Panama City,Ernesto Córdoba Campos,Carretera Transístmica - Boyd Roosevelt,highway,False,False,False,True,False,False,False,False,False,False,True,False,80.6,86.1,5.77,5.0,0.178,Rain,Night,4,4,8,Colisión,1,59.5,Intermedio,Ernesto Córdoba Campos,2023-08-18 04:07:00,2023-08-18 00:59:28,Abierto,PA-681389,0.0,557,597,0.02714,0.0718
9.011762,-79.455347,Panama City,Juan Díaz,Avenida José Agustín Arango,avenue,False,False,False,False,False,False,True,False,False,False,False,True,86.1,57.3,7.61,14.3,0.074,Clear,Day,15,6,1,Colisión,1,95.7,Intermedio,Juan Díaz,2023-01-22 15:21:00,2023-01-22 01:35:44,Cerrado,PA-116796,1.8,1788,1969,0.08951,0.1012
8.984986,-79.531678,Panama City,Bella Vista,Vía España,other,False,False,False,False,False,True,True,False,False,False,False,False,82.9,75.2,8.56,4.2,0.001,Partly Cloudy,Day,16,0,4,Colisión,0,21.4,Menor,Bella Vista,2024-04-22 16:48:00,2024-04-22 00:21:23,Cerrado,PA-228860,5.2,1967,2022,0.09192,0.028
9.079076,-79.383118,Panama City,Tocumen,Carretera Panamericana,highway,False,False,False,False,False,False,False,False,False,False,False,False,87.3,81.1,7.76,5.1,0.003,Heavy Rain,Day,17,5,10,Colisión con objeto fijo,1,62.3,Intermedio,Tocumen,2024-10-12 17:13:00,2024-10-12 01:02:15,Cerrado,PA-656920,0.0,1326,1276,0.05801,-0.0377
8.951191,-79.544417,Panama City,Ancón,Avenida de la Amistad,avenue,False,False,False,True,False,False,False,False,False,False,False,True,83.3,60.0,9.43,7.1,0.053,Fair,Day,13,3,2,Colisión,1,96.9,Intermedio,Ancón,2024-02-22 13:45:00,2024-02-22 01:36:56,Cerrado,PA-703828,0.7,2719,2881,0.13097,0.0596
9.169838,-79.626779,Panama City,Chilibre,Avenida Madden,avenue,False,False,False,False,True,False,False,False,False,False,False,False,80.1,71.8,9.79,7.4,0.008,Clear,Day,11,0,4,Colisión,0,20.9,Menor,Chilibre,2024-04-01 11:10:00,2024-04-01 00:20:53,Abierto,PA-521418,1.5,349,602,0.02737,0.7249
9.00555,-79.496568,Panama City,Parque Lefevre,Avenida Ernesto T. Lefevre,avenue,False,False,False,False,True,False,False,False,False,True,False,True,83.7,84.8,6.13,12.5,0.221,Heavy Rain,Day,16,0,5,Colisión con objeto fijo,0,27.0,Menor,Parque Lefevre,2024-05-27 16:17:00,2024-05-27 00:26:57,Cerrado,PA-738138,0.0,1062,1112,0.05055,0.0471
9.016133,-79.492901,Panama City,Río Abajo,Avenida La Pulida,avenue,False,False,False,False,False,False,False,False,False,False,True,True,87.7,76.4,7.94,10.7,0.044,Thunderstorm,Day,16,2,11,Colisión,0,23.4,Menor,Río Abajo,2023-11-22 16:37:00,2023-11-22 00:23:26,Cerrado,PA-212069,2.0,572,648,0.02946,0.1329
9.016106,-79.529237,Panama City,Betania,Avenida Ricardo J. Alfaro,avenue,False,False,False,True,False,False,False,False,False,False,False,False,80.8,78.7,6.22,10.1,0.11,Rain,Day,15,5,8,Colisión,1,101.2,Intermedio,Betania,2024-08-10 15:57:00,2024-08-10 01:41:09,Abierto,PA-653669,2.4,1840,1994,0.09065,0.0837
8.984578,-79.535955,Panama City,Curundú,Avenida Nacional,avenue,False,False,True,False,False,False,False,False,False,False,True,False,87.0,76.7,7.52,10.0,0.021,Clear,Day,13,4,4,Colisión,0,23.5,Menor,Curundú,2024-04-05 13:53:00,2024-04-05 00:23:27,Cerrado,PA-850421,0.9,244,202,0.00918,-0.1721
9.025487,-79.507587,Panama City,Don Bosco,Corredor Sur,highway,False,False,False,True,False,False,False,False,False,False,False,False,85.4,74.3,9.95,11.2,0.031,Clear,Day,13,3,2,Colisión con objeto fijo,1,38.8,Intermedio,Don Bosco,2023-02-16 13:35:00,2023-02-16 00:38:45,Abierto,PA-897759,1.8,560,555,0.02523,-0.0089
9.033771,-79.506148,Panama City,Las Mañanitas,Carretera Panamericana,highway,True,False,False,False,False,False,False,False,False,True,False,False,78.2,87.8,9.69,11.2,0.09,Rain,Night,22,5,10,Colisión con objeto fijo,1,116.1,Intermedio,Las Mañanitas,2024-10-26 22:36:00,2024-10-26 01:56:05,Abierto,PA-408989,0.0,602,589,0.02678,-0.0216
9.006263,-79.510705,Panama City,San Francisco,Avenida Cincuentenario,avenue,False,False,False,False,True,False,False,False,False,False,False,True,84.8,92.5,8.58,5.7,0.076,Rain,Day,11,4,11,Colisión,0,7.1,Menor,San Francisco,2024-11-15 11:19:00,2024-11-15 00:07:06,Cerrado,PA-219206,0.5,1856,2061,0.09369,0.1105
9.007003,-79.461525,Panama City,Juan Díaz,Avenida Domingo Díaz,avenue,False,False,False,False,False,False,False,False,False,False,False,False,85.0,74.0,8.53,11.7,0.031,Partly Cloudy,Day,14,5,3,Colisión,0,17.3,Menor,Juan Díaz,2024-03-23 14:53:00,2024-03-23 00:17:19,Cerrado,PA-508207,2.5,1788,1969,0.08951,0.1012
8.951493,-79.540699,Panama City,Ancón,Avenida de los Mártires,avenue,False,False,False,False,False,False,False,False,False,False,False,True,84.0,81.7,8.65,4.2,0.02,Overcast,Day,9,4,9,Colisión,0,14.0,Menor,Ancón,2023-09-29 09:56:00,2023-09-29 00:14:02,Cerrado,PA-326136,3.4,2719,2881,0.13097,0.0596
9.001291,-79.494663,Panama City,San Francisco,Avenida Belisario Porras,avenue,False,False,True,False,False,False,False,False,False,False,False,False,82.6,89.7,5.66,12.9,0.116,Thunderstorm,Day,14,1,11,Colisión,0,11.9,Menor,San Francisco,2023-11-28 14:32:00,2023-11-28 00:11:56,Cerrado,PA-442277,0.9,1856,2061,0.09369,0.1105
9.017098,-79.503361,Panama City,Pueblo Nuevo,Avenida Simón Bolívar,avenue,False,False,False,False,False,False,False,False,False,True,False,True,82.7,76.2,9.33,4.4,0.002,Fair,Night,19,5,2,Vuelco,1,32.4,Intermedio,Pueblo Nuevo,2023-02-04 19:36:00,2023-02-04 00:32:25,Cerrado,PA-337726,0.0,1022,1080,0.0491,0.0568
9.014017,-79.477876,Panama City,Río Abajo,Avenida Cincuentenario,avenue,False,False,False,False,False,False,False,False,False,False,False,True,83.6,86.2,9.46,12.8,0.018,Overcast,Night,19,5,7,Colisión,0,12.4,Menor,Río Abajo,2023-07-01 19:17:00,2023-07-01 00:12:25,Cerrado,PA-251158,0.0,572,648,0.02946,0.1329
9.078036,-79.228684,Panama City,Las Garzas,Vías - Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,False,False,False,80.8,65.8,8.64,3.9,0.011,Partly Cloudy,Day,15,4,2,Colisión,0,16.9,Menor,Las Garzas,2023-02-17 15:40:00,2023-02-17 00:16:56,Abierto,PA-298919,0.0,200,211,0.00959,0.055
9.015837,-79.548092,Panama City,Betania,Vías - Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,False,False,False,84.9,82.3,8.13,14.4,0.006,Heavy Rain,Day,15,6,10,Colisión con objeto fijo,1,110.8,Intermedio,Betania,2024-10-27 15:29:00,2024-10-27 01:50:48,Abierto,PA-983753,2.2,1840,1994,0.09065,0.0837
9.020188,-79.53826,Panama City,Betania,Avenida La Paz,avenue,False,False,True,False,False,False,False,False,False,True,False,False,78.2,76.2,9.47,11.9,0.029,Overcast,Day,16,2,9,Colisión,0,26.1,Menor,Betania,2024-09-18 16:27:00,2024-09-18 00:26:04,Cerrado,PA-921103,4.7,1840,1994,0.09065,0.0837
9.01845,-79.4527,Panama City,Juan Díaz,Avenida Domingo Díaz,avenue,True,False,False,False,False,False,False,False,False,False,False,True,81.5,82.9,7.8,9.0,0.006,Heavy Rain,Day,13,6,8,Otras,1,32.5,Intermedio,Juan Díaz,2024-08-11 13:00:00,2024-08-11 00:32:27,Cerrado,PA-121317,1.0,1788,1969,0.08951,0.1012
9.003208,-79.5015,Panama City,San Francisco,Vía Israel,other,False,False,False,False,False,False,False,False,False,False,False,True,81.3,87.5,4.34,13.3,0.106,Rain,Day,6,5,8,Colisión,0,7.3,Menor,San Francisco,2023-08-05 06:03:00,2023-08-05 00:07:17,Abierto,PA-583783,1.5,1856,2061,0.09369,0.1105
8.955089,-79.537263,Panama City,Ancón,Puente de Las Américas,other,False,False,False,True,True,False,False,False,False,False,False,True,86.8,58.2,8.8,4.0,0.009,Clear,Day,8,5,2,Colisión,0,23.3,Menor,Ancón,2024-02-10 08:49:00,2024-02-10 00:23:18,Cerrado,PA-134455,2.4,2719,2881,0.13097,0.0596
9.026521,-79.463172,Panama City,Juan Díaz,Vías - Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,True,False,True,84.8,59.8,8.34,5.3,0.014,Clear,Day,16,0,3,Colisión,0,20.6,Menor,Juan Díaz,2023-03-27 16:15:00,2023-03-27 00:20:36,Abierto,PA-103551,0.0,1788,1969,0.08951,0.1012
8.998692,-79.54082,Panama City,Bella Vista,Calle 51 Este,street,False,False,True,False,False,False,False,False,False,False,False,False,81.6,89.0,6.12,7.7,0.174,Heavy Rain,Day,11,5,5,Colisión,0,13.6,Menor,Bella Vista,2023-05-27 11:33:00,2023-05-27 00:13:37,Abierto,PA-294169,3.0,1967,2022,0.09192,0.028
9.007168,-79.507467,Panama City,Pueblo Nuevo,Avenida Fernández de Córdoba,avenue,True,False,True,False,False,False,False,False,False,False,False,True,78.4,79.7,8.49,9.7,0.026,Clear,Night,5,5,4,Colisión,0,12.0,Menor,Pueblo Nuevo,2023-04-15 05:23:00,2023-04-15 00:11:57,Cerrado,PA-500189,2.9,1022,1080,0.0491,0.0568
8.999647,-79.458004,Panama City,Juan Díaz,Avenida José Agustín Arango,avenue,False,False,True,True,False,False,False,False,False,False,False,False,77.7,77.7,9.46,5.7,0.026,Clear,Day,13,4,4,Colisión,0,25.1,Menor,Juan Díaz,2024-04-26 13:06:00,2024-04-26 00:25:06,Cerrado,PA-517426,4.9,1788,1969,0.08951,0.1012
9.180069,-79.628823,Panama City,Chilibre,Avenida Madden,avenue,True,False,False,False,True,False,False,False,False,False,True,False,79.8,92.7,7.16,11.5,0.042,Heavy Rain,Night,21,4,11,Colisión,1,33.3,Intermedio,Chilibre,2023-11-10 21:41:00,2023-11-10 00:33:19,Cerrado,PA-341578,3.1,349,602,0.02737,0.7249
9.007939,-79.502631,Panama City,Pueblo Nuevo,Avenida 4 C Norte - Gervacio García,avenue,False,False,False,False,False,False,False,False,False,False,False,False,86.3,93.6,8.96,4.6,0.324,Overcast,Day,14,6,7,Colisión,0,28.2,Menor,Pueblo Nuevo,2024-07-28 14:29:00,2024-07-28 00:28:09,Abierto,PA-898289,0.0,1022,1080,0.0491,0.0568
8.980186,-79.5056,Panama City,Bella Vista,Calle Martín Sosa,street,False,False,False,False,False,False,False,False,False,False,False,False,74.0,64.5,7.33,10.2,0.035,Clear,Day,14,0,4,Colisión,0,11.0,Menor,Bella Vista,2023-04-24 14:05:00,2023-04-24 00:10:59,Cerrado,PA-892721,0.7,1967,2022,0.09192,0.028
9.160262,-79.61577,Panama City,Chilibre,Avenida Madden,avenue,False,False,True,False,False,False,False,False,False,False,True,False,80.6,90.3,7.82,9.0,0.061,Rain,Night,22,6,11,Colisión,0,13.4,Menor,Chilibre,2023-11-05 22:42:00,2023-11-05 00:13:21,Abierto,PA-858962,2.8,349,602,0.02737,0.7249
9.03773,-79.521956,Panama City,Ernesto Córdoba Campos,Vías - Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,False,False,True,86.5,88.2,7.52,13.5,0.015,Rain,Night,20,3,7,Colisión,0,8.3,Menor,Ernesto Córdoba Campos,2023-07-27 20:04:00,2023-07-27 00:08:16,Cerrado,PA-572170,4.5,557,597,0.02714,0.0718
9.010111,-79.54503,Panama City,Betania,Avenida Ricardo J. Alfaro,avenue,False,False,True,True,True,False,False,False,False,False,False,False,84.2,78.7,7.47,8.4,0.009,Clear,Day,9,1,12,Colisión,0,17.7,Menor,Betania,2023-12-05 09:38:00,2023-12-05 00:17:40,Cerrado,PA-679368,0.9,1840,1994,0.09065,0.0837
8.982397,-79.520332,Panama City,Bella Vista,Avenida Ramón Arias ,avenue,False,False,False,False,False,False,False,False,False,False,False,True,89.7,91.3,7.46,11.3,0.063,Heavy Rain,Day,18,5,10,Colisión,0,11.8,Menor,Bella Vista,2023-10-14 18:02:00,2023-10-14 00:11:49,Abierto,PA-600373,5.6,1967,2022,0.09192,0.028
9.00372,-79.489207,Panama City,Pueblo Nuevo,Calle 66 A Oeste - Calle 4.a Vista Hermosa,street,False,False,True,False,False,False,False,False,False,True,False,False,82.2,65.6,8.04,12.1,0.01,Clear,Day,12,3,2,Colisión,1,109.1,Intermedio,Pueblo Nuevo,2023-02-16 12:35:00,2023-02-16 01:49:04,Cerrado,PA-310513,2.0,1022,1080,0.0491,0.0568
9.006773,-79.50692,Panama City,San Francisco,Calle 70 Este - Calle Octavio Villalaz Castillo,street,False,False,True,False,False,False,False,False,False,False,False,True,83.9,56.2,8.73,12.4,0.009,Clear,Day,15,0,3,Colisión,0,16.3,Menor,San Francisco,2024-03-04 15:00:00,2024-03-04 00:16:16,Cerrado,PA-561628,0.5,1856,2061,0.09369,0.1105
9.003911,-79.507518,Panama City,San Francisco,Vías - Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,False,False,False,80.6,85.1,9.68,6.0,0.055,Overcast,Day,16,4,7,Colisión,1,33.2,Intermedio,San Francisco,2024-07-19 16:02:00,2024-07-19 00:33:09,Cerrado,PA-215950,3.7,1856,2061,0.09369,0.1105
8.943832,-79.556835,Panama City,Ancón,Avenida Omar Torrijos Herrera,avenue,False,False,False,False,False,False,False,False,False,True,False,False,82.1,87.3,9.1,9.4,0.072,Thunderstorm,Night,21,1,11,Colisión,0,15.6,Menor,Ancón,2023-11-28 21:19:00,2023-11-28 00:15:38,Cerrado,PA-562328,4.3,2719,2881,0.13097,0.0596
9.048106,-79.490164,Panama City,Las Mañanitas,Vías - Otras carreteras vecinales,highway,False,True,False,False,False,False,False,False,False,False,False,False,79.3,64.9,7.34,6.3,0.001,Clear,Day,18,0,12,Colisión,1,49.7,Intermedio,Las Mañanitas,2024-12-23 18:58:00,2024-12-23 00:49:40,Abierto,PA-405591,1.2,602,589,0.02678,-0.0216
9.018055,-79.496685,Panama City,Pueblo Nuevo,Calle 66 Oeste - Calle Jorge A. Zarak,street,False,False,True,False,True,False,False,False,False,True,False,True,85.9,89.0,4.3,13.6,0.174,Heavy Rain,Night,3,6,7,Colisión,0,21.9,Menor,Pueblo Nuevo,2023-07-23 03:43:00,2023-07-23 00:21:51,Abierto,PA-694592,2.6,1022,1080,0.0491,0.0568
9.019812,-79.493939,Panama City,Pueblo Nuevo,Vías-Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,True,False,False,80.7,81.6,4.68,13.2,0.391,Rain,Day,14,2,11,Atropello,1,47.1,Intermedio,Pueblo Nuevo,2024-11-06 14:22:00,2024-11-06 00:47:06,Abierto,PA-543901,0.0,1022,1080,0.0491,0.0568
9.043385,-79.48856,Panama City,Las Mañanitas,Calle José Agustín Arango,street,False,False,False,False,True,False,False,False,False,False,False,True,84.3,66.3,9.68,12.8,0.0,Clear,Day,10,0,3,Colisión,0,22.3,Menor,Las Mañanitas,2024-03-11 10:36:00,2024-03-11 00:22:19,Cerrado,PA-870712,1.1,602,589,0.02678,-0.0216
9.007921,-79.466492,Panama City,Juan Díaz,Corredor Sur,highway,False,False,False,False,False,False,False,False,False,False,False,False,81.2,64.5,7.39,8.1,0.013,Clear,Day,18,5,4,Colisión,1,81.4,Intermedio,Juan Díaz,2024-04-06 18:43:00,2024-04-06 01:21:26,Cerrado,PA-786839,2.4,1788,1969,0.08951,0.1012
9.044177,-79.53266,Panama City,24 de Diciembre,Carretera Panamericana,highway,True,False,False,False,False,False,False,False,False,False,False,False,82.5,61.8,9.73,8.3,0.057,Clear,Day,16,5,1,Colisión,0,10.8,Menor,24 de Diciembre,2023-01-07 16:52:00,2023-01-07 00:10:50,Abierto,PA-518217,0.9,1131,1151,0.05233,0.0177
8.995689,-79.508263,Panama City,San Francisco,Avenida Nicanor de Obarrio - Calle 50,avenue,False,False,False,False,False,False,False,False,False,False,False,True,82.2,70.4,8.97,9.1,0.001,Clear,Day,12,6,2,Colisión,1,63.4,Intermedio,San Francisco,2023-02-12 12:32:00,2023-02-12 01:03:21,Cerrado,PA-118992,0.5,1856,2061,0.09369,0.1105
8.945311,-79.565949,Panama City,Ancón,Avenida Omar Torrijos Herrera,avenue,False,False,True,False,False,True,False,False,False,False,False,True,80.3,81.8,8.51,5.3,0.047,Thunderstorm,Night,21,2,10,Colisión,1,88.6,Intermedio,Ancón,2024-10-09 21:46:00,2024-10-09 01:28:35,Cerrado,PA-976381,0.3,2719,2881,0.13097,0.0596
9.016933,-79.482045,Panama City,Pueblo Nuevo,Calle 64 Oeste ,street,False,False,True,False,True,False,False,False,False,False,False,True,77.1,81.8,4.4,5.7,0.269,Heavy Rain,Day,16,4,9,Colisión,1,63.0,Intermedio,Pueblo Nuevo,2023-09-15 16:58:00,2023-09-15 01:03:00,Cerrado,PA-373721,0.6,1022,1080,0.0491,0.0568
9.019212,-79.451502,Panama City,Juan Díaz,Avenida José Agustín Arango,avenue,False,False,False,False,False,False,False,False,False,False,False,True,78.0,82.0,8.5,3.3,0.038,Rain,Day,15,1,9,Colisión,0,20.7,Menor,Juan Díaz,2023-09-19 15:13:00,2023-09-19 00:20:39,Cerrado,PA-238977,3.5,1788,1969,0.08951,0.1012
9.040965,-79.545316,Panama City,24 de Diciembre,Carretera Panamericana,highway,False,False,False,False,False,False,False,False,False,False,False,False,77.9,66.9,9.24,12.7,0.005,Fair,Day,15,6,1,Colisión,0,21.0,Menor,24 de Diciembre,2024-01-21 15:55:00,2024-01-21 00:20:59,Cerrado,PA-406635,2.2,1131,1151,0.05233,0.0177
9.017571,-79.472084,Panama City,Río Abajo,Avenida La Pulida,avenue,False,False,False,False,False,False,False,False,False,True,False,False,80.8,87.9,8.53,9.8,0.284,Rain,Night,22,4,7,Colisión,0,18.2,Menor,Río Abajo,2023-07-14 22:01:00,2023-07-14 00:18:09,Cerrado,PA-529497,0.0,572,648,0.02946,0.1329
9.01046,-79.50109,Panama City,Parque Lefevre,Avenida Cincuentenario,avenue,False,False,False,False,False,False,False,False,False,False,False,True,83.1,86.3,4.87,10.2,0.108,Heavy Rain,Night,20,4,8,Colisión,0,27.8,Menor,Parque Lefevre,2023-08-04 20:21:00,2023-08-04 00:27:49,Cerrado,PA-821589,1.3,1062,1112,0.05055,0.0471
9.047981,-79.386594,Panama City,Tocumen,Carretera Panamericana,highway,False,False,False,True,True,False,False,False,True,False,False,False,79.0,76.0,8.17,13.4,0.004,Partly Cloudy,Day,7,4,2,Colisión con objeto fijo,0,17.7,Menor,Tocumen,2023-02-10 07:30:00,2023-02-10 00:17:41,Cerrado,PA-443387,2.5,1326,1276,0.05801,-0.0377
9.040937,-79.518163,Panama City,24 de Diciembre,Carretera Panamericana,highway,False,False,False,False,False,False,False,False,False,False,False,False,81.1,70.0,8.84,13.8,0.013,Clear,Night,23,5,1,Colisión,0,9.0,Menor,24 de Diciembre,2024-01-06 23:57:00,2024-01-06 00:08:59,Cerrado,PA-474942,0.9,1131,1151,0.05233,0.0177
8.992462,-79.522134,Panama City,Bella Vista,Avenida Nicanor de Obarrio - Calle 50,avenue,False,False,False,False,False,False,False,False,False,False,False,True,82.4,76.4,8.75,7.9,0.004,Clear,Day,9,6,1,Colisión,0,14.0,Menor,Bella Vista,2024-01-14 09:26:00,2024-01-14 00:14:02,Cerrado,PA-994118,0.0,1967,2022,0.09192,0.028
8.946418,-79.553132,Panama City,Ancón,Vías - Otras carreteras vecinales,highway,False,False,False,True,False,False,False,False,False,True,False,False,89.0,80.4,7.98,8.8,0.016,Heavy Rain,Day,18,2,10,Colisión,0,11.3,Menor,Ancón,2023-10-18 18:46:00,2023-10-18 00:11:19,Cerrado,PA-495899,1.6,2719,2881,0.13097,0.0596
9.022796,-79.447401,Panama City,Juan Díaz,Avenida José Agustín Arango,avenue,False,False,False,False,False,False,False,False,False,False,False,True,81.7,72.3,8.96,7.8,0.028,Clear,Day,16,1,4,Colisión,0,28.9,Menor,Juan Díaz,2023-04-18 16:15:00,2023-04-18 00:28:56,Cerrado,PA-740237,2.2,1788,1969,0.08951,0.1012
9.006044,-79.50221,Panama City,San Francisco,Calle 74 Este - Calle Benito Reyes T.,street,False,False,True,False,False,False,False,False,False,False,False,False,82.6,89.6,6.79,11.8,0.169,Overcast,Day,17,6,10,Colisión,1,106.2,Intermedio,San Francisco,2023-10-22 17:05:00,2023-10-22 01:46:10,Cerrado,PA-260293,2.7,1856,2061,0.09369,0.1105
8.997554,-79.479217,Panama City,Juan Díaz,Avenida José Agustín Arango,avenue,False,False,False,False,True,False,False,False,False,False,False,False,77.6,78.1,7.78,8.2,0.026,Partly Cloudy,Day,15,1,1,Colisión,0,11.3,Menor,Juan Díaz,2024-01-09 15:46:00,2024-01-09 00:11:15,Cerrado,PA-723297,0.0,1788,1969,0.08951,0.1012
9.172009,-79.62438,Panama City,Chilibre,Carretera Transístmica Boyd Roosevelt,highway,False,False,False,False,False,False,False,False,True,False,False,False,81.5,87.5,9.36,10.9,0.006,Thunderstorm,Night,23,5,10,Colisión,0,22.2,Menor,Chilibre,2024-10-05 23:35:00,2024-10-05 00:22:10,Cerrado,PA-186141,3.1,349,602,0.02737,0.7249
8.999423,-79.540477,Panama City,Bella Vista,Calle 45 Este,street,False,False,False,False,False,False,False,False,False,False,False,True,85.2,91.9,5.45,11.4,0.121,Overcast,Day,15,4,6,Colisión,1,47.5,Intermedio,Bella Vista,2023-06-16 15:44:00,2023-06-16 00:47:31,Abierto,PA-895592,3.0,1967,2022,0.09192,0.028
